,Nome,Idade,Posicao,Media,Potencial,Time,Salario,Total_Pontos
2657, B. White,22,CB,76,87,Brighton & Hove Albion,€40K,1663
2658, Bruno Viana,25,CB,77,81,SC Braga,€14K,1733
2659, E. Haaland,19,ST,86,92,Borussia Dortmund,€67K,2052
2660, Pedri,17,LM,76,90,FC Barcelona,€14K,1865
2661, M. Mandžukić,34,ST,79,79,Milan,€48K,2041
2662, E. Camavinga,17,CM,78,89,Stade Rennais FC,€6K,2086
2663, J. Musiala,17,CAM,68,85,FC Bayern München,€3K,1561
2664, M. Simakan,20,CB,74,84,RC Strasbourg Alsace,€16K,1734
2665, J. Gvardiol,18,CB,71,87,Dinamo Zagreb,€500,1817
2666, N. Madueke,18,RM,72,87,PSV,€5K,1792
2667, D. Upamecano,21,CB,81,90,RB Leipzig,€41K,1841
2668, J. Lingard,27,CAM,77,77,Manchester United,€95K,2064
2669, J. Bellingham,17,CM,74,88,Borussia Dortmund,€6K,1962
2670, R. Araujo,21,CB,71,81,FC Barcelona,€45K,1591
2671, Ansu Fati,17,LW,76,90,FC Barcelona,€24K,1817
2672, L. Messi,33,RW,93,93,FC Barcelona,€560K,2231
2673, G. Reyna,17,CAM,75,88,Borussia Dortmund,€6K,1858
2674, D. Szoboszlai,19,CAM,77,87,RB Leipzig,€27K,1967
2675, K. Adeyemi,18,ST,69,86,FC Red Bull Salzburg,€6K,1750
2676, M. Greenwood,18,RM,77,89,Manchester United,€33K,1922
2677, M. Vandevoordt,18,GK,68,86,KRC Genk,€550,911
2678, Matheus Cunha,21,CAM,80,87,Hertha BSC,€40K,1993
2679, A. Hložek,17,ST,74,87,Sparta Praha,€500,1881
2680, O. Kabak,20,CB,75,85,FC Schalke 04,€17K,1714
2681, S. Dest,19,RB,75,88,FC Barcelona,€50K,1964
2682, F. Wirtz,17,CAM,75,88,Bayer 04 Leverkusen,€7K,1876
2683, T. Almada,19,CAM,74,88,Vélez Sarsfield,€9K,2001
2684, P. Daka,21,ST,76,83,FC Red Bull Salzburg,€22K,1832
2685, M. Mount,21,CAM,80,87,Chelsea,€70K,1997
2686, P. De la Vega,19,RW,74,88,Club Atlético Lanús,€11K,1981
2687, Cristiano Ronaldo,35,ST,92,92,Juventus,€220K,2221
2688, D. Núñez,21,ST,76,87,SL Benfica,€11K,1905
2689, Antony,20,RW,79,88,Ajax,€17K,1939
2690, T. Lamptey,19,RWB,73,85,Brighton & Hove Albion,€20K,1777
2691, F. Pellistri,18,RM,71,87,Manchester United,€19K,1736
2692, Pedro Gonçalves,22,RW,79,87,Sporting CP,€16K,2021
2693, R. Jones,17,ST,59,82,Peterborough United,€500,1544
2694, M. Ihattaren,18,CAM,77,87,PSV,€7K,1891
2695, T. Souček,25,CDM,81,86,West Ham United,€46K,2075
2696, Rúben Dias,23,CB,82,87,Manchester City,€110K,1777
2697, P. Foden,20,CAM,81,91,Manchester City,€95K,1997
2698, Nuno Tavares,20,LB,73,86,SL Benfica,€7K,1900
2699, M. Kudus,19,CAM,77,87,Ajax,€10K,2015
2700, V. Thill,20,RW,63,77,CD Nacional,€2K,1551
2701, S. Wamangituka,20,RM,72,83,VfB Stuttgart,€13K,1847
2702, 14 A. Wolf,31,CB,73,73,AS Monaco,€30K,1621
2703, N. De la Cruz,23,CM,78,85,River Plate,€17K,2180
2704, Isco,28,CAM,83,83,Real Madrid,€190K,2077
2705, S. Córdova,23,LM,75,83,Club América,€30K,1940
2706, X. Simons,17,CM,65,85,Paris Saint-Germain,€2K,1656
2707, J. Grealish,24,LW,83,86,Aston Villa,€82K,2014
2708, A. Diallo,17,ST,64,84,Manchester United,€5K,1510
2709, E. Mwepu,22,CDM,75,82,FC Red Bull Salzburg,€20K,2035
2710, R. Gravenberch,18,CM,75,89,Ajax,€6K,2016
2711, R. Cherki,16,RW,69,88,Olympique Lyonnais,€6K,1623
2712, Nanu,26,RB,73,76,FC Porto,€10K,1969
2713, E. Hazard,29,LW,87,87,Real Madrid,€290K,2096
2714, Y. Demir,17,CAM,66,87,SK Rapid Wien,€1K,1629
2715, C. Hudson-Odoi,19,RW,75,86,Chelsea,€44K,1816
2716, B. Saka,18,RM,77,88,Arsenal,€25K,1968
2717, B. White,22,CB,76,87,Brighton & Hove Albion,€40K,1663
2718, Bruno Viana,25,CB,77,81,SC Braga,€14K,1733
2719, E. Haaland,19,ST,86,92,Borussia Dortmund,€67K,2052
2720, Pedri,17,LM,76,90,FC Barcelona,€14K,1865
2721, M. Mandžukić,34,ST,79,79,Milan,€48K,2041
2722, E. Camavinga,17,CM,78,89,Stade Rennais FC,€6K,2086
2723, J. Musiala,17,CAM,68,85,FC Bayern München,€3K,1561
2724, M. Simakan,20,CB,74,84,RC Strasbourg Alsace,€16K,1734
2725, J. Gvardiol,18,CB,71,87,Dinamo Zagreb,€500,1817
2726, N. Madueke,18,RM,72,87,PSV,€5K,1792
2727, D. Upamecano,21,CB,81,90,RB Leipzig,€41K,1841
2728, J. Lingard,27,CAM,77,77,Manchester United,€95K,2064
2729, J. Bellingham,17,CM,74,88,Borussia Dortmund,€6K,1962
2730, R. Araujo,21,CB,71,81,FC Barcelona,€45K,1591
2731, Ansu Fati,17,LW,76,90,FC Barcelona,€24K,1817
2732, L. Messi,33,RW,93,93,FC Barcelona,€560K,2231
2733, G. Reyna,17,CAM,75,88,Borussia Dortmund,€6K,1858
2734, D. Szoboszlai,19,CAM,77,87,RB Leipzig,€27K,1967
2735, K. Adeyemi,18,ST,69,86,FC Red Bull Salzburg,€6K,1750
2736, M. Greenwood,18,RM,77,89,Manchester United,€33K,1922
2737, M. Vandevoordt,18,GK,68,86,KRC Genk,€550,911
2738, Matheus Cunha,21,CAM,80,87,Hertha BSC,€40K,1993
2739, A. Hložek,17,ST,74,87,Sparta Praha,€500,1881
2740, O. Kabak,20,CB,75,85,FC Schalke 04,€17K,1714
2741, S. Dest,19,RB,75,88,FC Barcelona,€50K,1964
2742, F. Wirtz,17,CAM,75,88,Bayer 04 Leverkusen,€7K,1876
2743, T. Almada,19,CAM,74,88,Vélez Sarsfield,€9K,2001
2744, P. Daka,21,ST,76,83,FC Red Bull Salzburg,€22K,1832
2745, M. Mount,21,CAM,80,87,Chelsea,€70K,1997
2746, P. De la Vega,19,RW,74,88,Club Atlético Lanús,€11K,1981
2747, Cristiano Ronaldo,35,ST,92,92,Juventus,€220K,2221
2748, D. Núñez,21,ST,76,87,SL Benfica,€11K,1905
2749, Antony,20,RW,79,88,Ajax,€17K,1939
2750, T. Lamptey,19,RWB,73,85,Brighton & Hove Albion,€20K,1777
2751, F. Pellistri,18,RM,71,87,Manchester United,€19K,1736
2752, Pedro Gonçalves,22,RW,79,87,Sporting CP,€16K,2021
2753, R. Jones,17,ST,59,82,Peterborough United,€500,1544
2754, M. Ihattaren,18,CAM,77,87,PSV,€7K,1891
2755, T. Souček,25,CDM,81,86,West Ham United,€46K,2075
2756, Rúben Dias,23,CB,82,87,Manchester City,€110K,1777
2757, P. Foden,20,CAM,81,91,Manchester City,€95K,1997
2758, Nuno Tavares,20,LB,73,86,SL Benfica,€7K,1900
2759, M. Kudus,19,CAM,77,87,Ajax,€10K,2015
2760, V. Thill,20,RW,63,77,CD Nacional,€2K,1551
2761, S. Wamangituka,20,RM,72,83,VfB Stuttgart,€13K,1847
2762, 14 A. Wolf,31,CB,73,73,AS Monaco,€30K,1621
2763, N. De la Cruz,23,CM,78,85,River Plate,€17K,2180
2764, Isco,28,CAM,83,83,Real Madrid,€190K,2077
2765, S. Córdova,23,LM,75,83,Club América,€30K,1940
2766, X. Simons,17,CM,65,85,Paris Saint-Germain,€2K,1656
2767, J. Grealish,24,LW,83,86,Aston Villa,€82K,2014
2768, A. Diallo,17,ST,64,84,Manchester United,€5K,1510
2769, E. Mwepu,22,CDM,75,82,FC Red Bull Salzburg,€20K,2035
2770, R. Gravenberch,18,CM,75,89,Ajax,€6K,2016
2771, R. Cherki,16,RW,69,88,Olympique Lyonnais,€6K,1623
2772, Nanu,26,RB,73,76,FC Porto,€10K,1969
2773, E. Hazard,29,LW,87,87,Real Madrid,€290K,2096
2774, Y. Demir,17,CAM,66,87,SK Rapid Wien,€1K,1629
2775, C. Hudson-Odoi,19,RW,75,86,Chelsea,€44K,1816
2776, B. Saka,18,RM,77,88,Arsenal,€25K,1968
2777, B. White,22,CB,76,87,Brighton & Hove Albion,€40K,1663
2778, Bruno Viana,25,CB,77,81,SC Braga,€14K,1733
2779, E. Haaland,19,ST,86,92,Borussia Dortmund,€67K,2052
2780, Pedri,17,LM,76,90,FC Barcelona,€14K,1865
2781, M. Mandžukić,34,ST,79,79,Milan,€48K,2041
2782, E. Camavinga,17,CM,78,89,Stade Rennais FC,€6K,2086
2783, J. Musiala,17,CAM,68,85,FC Bayern München,€3K,1561
2784, M. Simakan,20,CB,74,84,RC Strasbourg Alsace,€16K,1734
2785, J. Gvardiol,18,CB,71,87,Dinamo Zagreb,€500,1817
2786, N. Madueke,18,RM,72,87,PSV,€5K,1792
2787, D. Upamecano,21,CB,81,90,RB Leipzig,€41K,1841
2788, J. Lingard,27,CAM,77,77,Manchester United,€95K,2064
2789, J. Bellingham,17,CM,74,88,Borussia Dortmund,€6K,1962
2790, R. Araujo,21,CB,71,81,FC Barcelona,€45K,1591
2791, Ansu Fati,17,LW,76,90,FC Barcelona,€24K,1817
2792, L. Messi,33,RW,93,93,FC Barcelona,€560K,2231
2793, G. Reyna,17,CAM,75,88,Borussia Dortmund,€6K,1858
2794, D. Szoboszlai,19,CAM,77,87,RB Leipzig,€27K,1967
2795, K. Adeyemi,18,ST,69,86,FC Red Bull Salzburg,€6K,1750
2796, M. Greenwood,18,RM,77,89,Manchester United,€33K,1922
2797, M. Vandevoordt,18,GK,68,86,KRC Genk,€550,911
2798, Matheus Cunha,21,CAM,80,87,Hertha BSC,€40K,1993
2799, A. Hložek,17,ST,74,87,Sparta Praha,€500,1881
2800, O. Kabak,20,CB,75,85,FC Schalke 04,€17K,1714
2801, S. Dest,19,RB,75,88,FC Barcelona,€50K,1964
2802, F. Wirtz,17,CAM,75,88,Bayer 04 Leverkusen,€7K,1876
2803, T. Almada,19,CAM,74,88,Vélez Sarsfield,€9K,2001
2804, P. Daka,21,ST,76,83,FC Red Bull Salzburg,€22K,1832
2805, M. Mount,21,CAM,80,87,Chelsea,€70K,1997
2806, P. De la Vega,19,RW,74,88,Club Atlético Lanús,€11K,1981
2807, Cristiano Ronaldo,35,ST,92,92,Juventus,€220K,2221
2808, D. Núñez,21,ST,76,87,SL Benfica,€11K,1905
2809, Antony,20,RW,79,88,Ajax,€17K,1939
2810, T. Lamptey,19,RWB,73,85,Brighton & Hove Albion,€20K,1777
2811, F. Pellistri,18,RM,71,87,Manchester United,€19K,1736
2812, Pedro Gonçalves,22,RW,79,87,Sporting CP,€16K,2021
2813, R. Jones,17,ST,59,82,Peterborough United,€500,1544
2814, M. Ihattaren,18,CAM,77,87,PSV,€7K,1891
2815, T. Souček,25,CDM,81,86,West Ham United,€46K,2075
2816, Rúben Dias,23,CB,82,87,Manchester City,€110K,1777
2817, P. Foden,20,CAM,81,91,Manchester City,€95K,1997
2818, Nuno Tavares,20,LB,73,86,SL Benfica,€7K,1900
2819, M. Kudus,19,CAM,77,87,Ajax,€10K,2015
2820, V. Thill,20,RW,63,77,CD Nacional,€2K,1551
2821, S. Wamangituka,20,RM,72,83,VfB Stuttgart,€13K,1847
2822, 14 A. Wolf,31,CB,73,73,AS Monaco,€30K,1621
2823, N. De la Cruz,23,CM,78,85,River Plate,€17K,2180
2824, Isco,28,CAM,83,83,Real Madrid,€190K,2077
2825, S. Córdova,23,LM,75,83,Club América,€30K,1940
2826, X. Simons,17,CM,65,85,Paris Saint-Germain,€2K,1656
2827, J. Grealish,24,LW,83,86,Aston Villa,€82K,2014
2828, A. Diallo,17,ST,64,84,Manchester United,€5K,1510
2829, E. Mwepu,22,CDM,75,82,FC Red Bull Salzburg,€20K,2035
2830, R. Gravenberch,18,CM,75,89,Ajax,€6K,2016
2831, R. Cherki,16,RW,69,88,Olympique Lyonnais,€6K,1623
2832, Nanu,26,RB,73,76,FC Porto,€10K,1969
2833, E. Hazard,29,LW,87,87,Real Madrid,€290K,2096
2834, Y. Demir,17,CAM,66,87,SK Rapid Wien,€1K,1629
2835, C. Hudson-Odoi,19,RW,75,86,Chelsea,€44K,1816
2836, B. Saka,18,RM,77,88,Arsenal,€25K,1968
2837, B. White,22,CB,76,87,Brighton & Hove Albion,€40K,1663
2838, Bruno Viana,25,CB,77,81,SC Braga,€14K,1733
2839, E. Haaland,19,ST,86,92,Borussia Dortmund,€67K,2052
2840, Pedri,17,LM,76,90,FC Barcelona,€14K,1865
2841, M. Mandžukić,34,ST,79,79,Milan,€48K,2041
2842, E. Camavinga,17,CM,78,89,Stade Rennais FC,€6K,2086
2843, J. Musiala,17,CAM,68,85,FC Bayern München,€3K,1561
2844, M. Simakan,20,CB,74,84,RC Strasbourg Alsace,€16K,1734
2845, J. Gvardiol,18,CB,71,87,Dinamo Zagreb,€500,1817
2846, N. Madueke,18,RM,72,87,PSV,€5K,1792
2847, D. Upamecano,21,CB,81,90,RB Leipzig,€41K,1841
2848, J. Lingard,27,CAM,77,77,Manchester United,€95K,2064
2849, J. Bellingham,17,CM,74,88,Borussia Dortmund,€6K,1962
2850, R. Araujo,21,CB,71,81,FC Barcelona,€45K,1591
2851, Ansu Fati,17,LW,76,90,FC Barcelona,€24K,1817
2852, L. Messi,33,RW,93,93,FC Barcelona,€560K,2231
2853, G. Reyna,17,CAM,75,88,Borussia Dortmund,€6K,1858
2854, D. Szoboszlai,19,CAM,77,87,RB Leipzig,€27K,1967
2855, K. Adeyemi,18,ST,69,86,FC Red Bull Salzburg,€6K,1750
2856, M. Greenwood,18,RM,77,89,Manchester United,€33K,1922
2857, M. Vandevoordt,18,GK,68,86,KRC Genk,€550,911
2858, Matheus Cunha,21,CAM,80,87,Hertha BSC,€40K,1993
2859, A. Hložek,17,ST,74,87,Sparta Praha,€500,1881
2860, O. Kabak,20,CB,75,85,FC Schalke 04,€17K,1714
2861, S. Dest,19,RB,75,88,FC Barcelona,€50K,1964
2862, F. Wirtz,17,CAM,75,88,Bayer 04 Leverkusen,€7K,1876
2863, T. Almada,19,CAM,74,88,Vélez Sarsfield,€9K,2001
2864, P. Daka,21,ST,76,83,FC Red Bull Salzburg,€22K,1832
2865, M. Mount,21,CAM,80,87,Chelsea,€70K,1997
2866, P. De la Vega,19,RW,74,88,Club Atlético Lanús,€11K,1981
2867, Cristiano Ronaldo,35,ST,92,92,Juventus,€220K,2221
2868, D. Núñez,21,ST,76,87,SL Benfica,€11K,1905
2869, Antony,20,RW,79,88,Ajax,€17K,1939
2870, T. Lamptey,19,RWB,73,85,Brighton & Hove Albion,€20K,1777
2871, F. Pellistri,18,RM,71,87,Manchester United,€19K,1736
2872, Pedro Gonçalves,22,RW,79,87,Sporting CP,€16K,2021
2873, R. Jones,17,ST,59,82,Peterborough United,€500,1544
2874, M. Ihattaren,18,CAM,77,87,PSV,€7K,1891
2875, T. Souček,25,CDM,81,86,West Ham United,€46K,2075
2876, Rúben Dias,23,CB,82,87,Manchester City,€110K,1777
2877, P. Foden,20,CAM,81,91,Manchester City,€95K,1997
2878, Nuno Tavares,20,LB,73,86,SL Benfica,€7K,1900
2879, M. Kudus,19,CAM,77,87,Ajax,€10K,2015
2880, V. Thill,20,RW,63,77,CD Nacional,€2K,1551
2881, S. Wamangituka,20,RM,72,83,VfB Stuttgart,€13K,1847
2882, 14 A. Wolf,31,CB,73,73,AS Monaco,€30K,1621
2883, N. De la Cruz,23,CM,78,85,River Plate,€17K,2180
2884, Isco,28,CAM,83,83,Real Madrid,€190K,2077
2885, S. Córdova,23,LM,75,83,Club América,€30K,1940
2886, X. Simons,17,CM,65,85,Paris Saint-Germain,€2K,1656
2887, J. Grealish,24,LW,83,86,Aston Villa,€82K,2014
2888, A. Diallo,17,ST,64,84,Manchester United,€5K,1510
2889, E. Mwepu,22,CDM,75,82,FC Red Bull Salzburg,€20K,2035
2890, R. Gravenberch,18,CM,75,89,Ajax,€6K,2016
2891, R. Cherki,16,RW,69,88,Olympique Lyonnais,€6K,1623
2892, Nanu,26,RB,73,76,FC Porto,€10K,1969
2893, E. Hazard,29,LW,87,87,Real Madrid,€290K,2096
2894, Y. Demir,17,CAM,66,87,SK Rapid Wien,€1K,1629
2895, C. Hudson-Odoi,19,RW,75,86,Chelsea,€44K,1816
2896, B. Saka,18,RM,77,88,Arsenal,€25K,1968
2897, B. White,22,CB,76,87,Brighton & Hove Albion,€40K,1663
2898, Bruno Viana,25,CB,77,81,SC Braga,€14K,1733
2899, E. Haaland,19,ST,86,92,Borussia Dortmund,€67K,2052
2900, Pedri,17,LM,76,90,FC Barcelona,€14K,1865
2901, M. Mandžukić,34,ST,79,79,Milan,€48K,2041
2902, E. Camavinga,17,CM,78,89,Stade Rennais FC,€6K,2086
2903, J. Musiala,17,CAM,68,85,FC Bayern München,€3K,1561
2904, M. Simakan,20,CB,74,84,RC Strasbourg Alsace,€16K,1734
2905, J. Gvardiol,18,CB,71,87,Dinamo Zagreb,€500,1817
2906, N. Madueke,18,RM,72,87,PSV,€5K,1792
2907, D. Upamecano,21,CB,81,90,RB Leipzig,€41K,1841
2908, J. Lingard,27,CAM,77,77,Manchester United,€95K,2064
2909, J. Bellingham,17,CM,74,88,Borussia Dortmund,€6K,1962
2910, R. Araujo,21,CB,71,81,FC Barcelona,€45K,1591
2911, Ansu Fati,17,LW,76,90,FC Barcelona,€24K,1817
2912, L. Messi,33,RW,93,93,FC Barcelona,€560K,2231
2913, G. Reyna,17,CAM,75,88,Borussia Dortmund,€6K,1858
2914, D. Szoboszlai,19,CAM,77,87,RB Leipzig,€27K,1967
2915, K. Adeyemi,18,ST,69,86,FC Red Bull Salzburg,€6K,1750
2916, M. Greenwood,18,RM,77,89,Manchester United,€33K,1922
2917, M. Vandevoordt,18,GK,68,86,KRC Genk,€550,911
2918, Matheus Cunha,21,CAM,80,87,Hertha BSC,€40K,1993
2919, A. Hložek,17,ST,74,87,Sparta Praha,€500,1881
2920, O. Kabak,20,CB,75,85,FC Schalke 04,€17K,1714
2921, S. Dest,19,RB,75,88,FC Barcelona,€50K,1964
2922, F. Wirtz,17,CAM,75,88,Bayer 04 Leverkusen,€7K,1876
2923, T. Almada,19,CAM,74,88,Vélez Sarsfield,€9K,2001
2924, P. Daka,21,ST,76,83,FC Red Bull Salzburg,€22K,1832
2925, M. Mount,21,CAM,80,87,Chelsea,€70K,1997
2926, P. De la Vega,19,RW,74,88,Club Atlético Lanús,€11K,1981
2927, Cristiano Ronaldo,35,ST,92,92,Juventus,€220K,2221
2928, D. Núñez,21,ST,76,87,SL Benfica,€11K,1905
2929, Antony,20,RW,79,88,Ajax,€17K,1939
2930, T. Lamptey,19,RWB,73,85,Brighton & Hove Albion,€20K,1777
2931, F. Pellistri,18,RM,71,87,Manchester United,€19K,1736
2932, Pedro Gonçalves,22,RW,79,87,Sporting CP,€16K,2021
2933, R. Jones,17,ST,59,82,Peterborough United,€500,1544
2934, M. Ihattaren,18,CAM,77,87,PSV,€7K,1891
2935, T. Souček,25,CDM,81,86,West Ham United,€46K,2075
2936, Rúben Dias,23,CB,82,87,Manchester City,€110K,1777
2937, P. Foden,20,CAM,81,91,Manchester City,€95K,1997
2938, Nuno Tavares,20,LB,73,86,SL Benfica,€7K,1900
2939, M. Kudus,19,CAM,77,87,Ajax,€10K,2015
2940, V. Thill,20,RW,63,77,CD Nacional,€2K,1551
2941, S. Wamangituka,20,RM,72,83,VfB Stuttgart,€13K,1847
2942, 14 A. Wolf,31,CB,73,73,AS Monaco,€30K,1621
2943, N. De la Cruz,23,CM,78,85,River Plate,€17K,2180
2944, Isco,28,CAM,83,83,Real Madrid,€190K,2077
2945, S. Córdova,23,LM,75,83,Club América,€30K,1940
2946, X. Simons,17,CM,65,85,Paris Saint-Germain,€2K,1656
2947, J. Grealish,24,LW,83,86,Aston Villa,€82K,2014
2948, A. Diallo,17,ST,64,84,Manchester United,€5K,1510
2949, E. Mwepu,22,CDM,75,82,FC Red Bull Salzburg,€20K,2035
2950, R. Gravenberch,18,CM,75,89,Ajax,€6K,2016
2951, R. Cherki,16,RW,69,88,Olympique Lyonnais,€6K,1623
2952, Nanu,26,RB,73,76,FC Porto,€10K,1969
2953, E. Hazard,29,LW,87,87,Real Madrid,€290K,2096
2954, Y. Demir,17,CAM,66,87,SK Rapid Wien,€1K,1629
2955, C. Hudson-Odoi,19,RW,75,86,Chelsea,€44K,1816
2956, B. Saka,18,RM,77,88,Arsenal,€25K,1968
2957, B. White,22,CB,76,87,Brighton & Hove Albion,€40K,1663
2958, Bruno Viana,25,CB,77,81,SC Braga,€14K,1733
2959, E. Haaland,19,ST,86,92,Borussia Dortmund,€67K,2052
2960, Pedri,17,LM,76,90,FC Barcelona,€14K,1865
2961, M. Mandžukić,34,ST,79,79,Milan,€48K,2041
2962, E. Camavinga,17,CM,78,89,Stade Rennais FC,€6K,2086
2963, J. Musiala,17,CAM,68,85,FC Bayern München,€3K,1561
2964, M. Simakan,20,CB,74,84,RC Strasbourg Alsace,€16K,1734
2965, J. Gvardiol,18,CB,71,87,Dinamo Zagreb,€500,1817
2966, N. Madueke,18,RM,72,87,PSV,€5K,1792
2967, D. Upamecano,21,CB,81,90,RB Leipzig,€41K,1841
2968, J. Lingard,27,CAM,77,77,Manchester United,€95K,2064
2969, J. Bellingham,17,CM,74,88,Borussia Dortmund,€6K,1962
2970, R. Araujo,21,CB,71,81,FC Barcelona,€45K,1591
2971, Ansu Fati,17,LW,76,90,FC Barcelona,€24K,1817
2972, L. Messi,33,RW,93,93,FC Barcelona,€560K,2231
2973, G. Reyna,17,CAM,75,88,Borussia Dortmund,€6K,1858
2974, D. Szoboszlai,19,CAM,77,87,RB Leipzig,€27K,1967
2975, K. Adeyemi,18,ST,69,86,FC Red Bull Salzburg,€6K,1750
2976, M. Greenwood,18,RM,77,89,Manchester United,€33K,1922
2977, M. Vandevoordt,18,GK,68,86,KRC Genk,€550,911
2978, Matheus Cunha,21,CAM,80,87,Hertha BSC,€40K,1993
2979, A. Hložek,17,ST,74,87,Sparta Praha,€500,1881
2980, O. Kabak,20,CB,75,85,FC Schalke 04,€17K,1714
2981, S. Dest,19,RB,75,88,FC Barcelona,€50K,1964
2982, F. Wirtz,17,CAM,75,88,Bayer 04 Leverkusen,€7K,1876
2983, T. Almada,19,CAM,74,88,Vélez Sarsfield,€9K,2001
2984, P. Daka,21,ST,76,83,FC Red Bull Salzburg,€22K,1832
2985, M. Mount,21,CAM,80,87,Chelsea,€70K,1997
2986, P. De la Vega,19,RW,74,88,Club Atlético Lanús,€11K,1981
2987, Cristiano Ronaldo,35,ST,92,92,Juventus,€220K,2221
2988, D. Núñez,21,ST,76,87,SL Benfica,€11K,1905
2989, Antony,20,RW,79,88,Ajax,€17K,1939
2990, T. Lamptey,19,RWB,73,85,Brighton & Hove Albion,€20K,1777
2991, F. Pellistri,18,RM,71,87,Manchester United,€19K,1736
2992, Pedro Gonçalves,22,RW,79,87,Sporting CP,€16K,2021
2993, R. Jones,17,ST,59,82,Peterborough United,€500,1544
2994, M. Ihattaren,18,CAM,77,87,PSV,€7K,1891
2995, T. Souček,25,CDM,81,86,West Ham United,€46K,2075
2996, Rúben Dias,23,CB,82,87,Manchester City,€110K,1777
2997, P. Foden,20,CAM,81,91,Manchester City,€95K,1997
2998, Nuno Tavares,20,LB,73,86,SL Benfica,€7K,1900
2999, M. Kudus,19,CAM,77,87,Ajax,€10K,2015
